name,rating,price,restaurant_type,description,address,google_maps_url
Chez Mamane,4.6,€20–30,Couscous restaurant,,"27 Rue des cinq Diamants, 75013 Paris, France","https://www.google.fr/maps/place/Chez+Mamane/@48.8299054,2.3358246,2142m/data=!3m2!1e3!5s0x47e67191aa65b995:0x6cab0c0522ea0a23!4m10!1m2!2m1!1srestaurant+paris+13!3m6!1s0x47e67191a978f5ed:0x4166f8266b7d7a50!8m2!3d48.8286063!4d2.3506281!15sChNyZXN0YXVyYW50IHBhcmlzIDEzWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTOSARNjb3VzY291c19yZXN0YXVyYW504AEA!16s%2Fg%2F1tgnwjjw?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Tricotin,3.9,€10–20,Chinese restaurant,"Casual venue for noodle dishes & dumplings, plus Vietnamese, Thai & Cambodian classics.","15 Av. de Choisy, 75013 Paris, France","https://www.google.fr/maps/place/Tricotin/@48.8299054,2.3358246,2142m/data=!3m2!1e3!5s0x47e67187544033df:0x23e373b00829fdbb!4m11!1m3!2m2!1srestaurant+paris+13!6e5!3m6!1s0x47e67229fdfc7753:0x6004cc58acddb35f!8m2!3d48.820909!4d2.363603!15sChNyZXN0YXVyYW50IHBhcmlzIDEzWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTOSARJjaGluZXNlX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tctwwkb?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
D'Chez Eux,4.6,,French restaurant,,"2 Av. de Lowendal, 75007 Paris, France","https://www.google.fr/maps/place/D'Chez+Eux/@48.853413,2.2912112,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e670263f2a386f:0xd1d5456cfc0602f0!8m2!3d48.853413!4d2.3092356!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1v2ppjfg?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Bistrot du Passage - Restaurant Caviste Paris 7,4.8,,Restaurant,,"55 Rue de Grenelle, 75007 Paris, France","https://www.google.fr/maps/place/Bistrot+du+Passage+-+Restaurant+Caviste+Paris+7/@48.848489,2.287633,8566m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e671593eb8621d:0x9cda26dbf13e3f5!8m2!3d48.8541097!4d2.3253055!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11scmmlf19?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Au bon accueil,4.5,$$,French restaurant,"Stylish bistro serving elevated seafood & meat dishes, with Eiffel Tower views from sidewalk tables.","14 Rue de Monttessuy, 75007 Paris, France","https://www.google.fr/maps/place/Au+bon+accueil/@48.8596979,2.2812567,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e66fe07df29055:0x984f2ec7837b33f6!8m2!3d48.8596979!4d2.2992811!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1v3_1_8p?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le P'tit Troquet,4.7,€40–50,French restaurant,"Snug restaurant serving traditional French market cuisine, with some gluten-free options & desserts.","28 Rue de l'Exposition, 75007 Paris, France","https://www.google.fr/maps/place/Le+P'tit+Troquet/@48.8571552,2.2851939,2141m/data=!3m2!1e3!5s0x47e66fdf62955863:0x27832fb9f747bdf4!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e66fdf62b565af:0x2d0a60bc9ea215f6!8m2!3d48.8571552!4d2.3032183!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tf_gqtd?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Au Petit Tonneau,4.6,$$,French restaurant,Seasonal menus of upscale bistro standards served in a cozy space with checkered tablecloths.,"20 Rue Surcouf, 75007 Paris, France","https://www.google.fr/maps/place/Au+Petit+Tonneau/@48.8606607,2.2913347,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e66fd9be08c45d:0x20d7932d9474ae17!8m2!3d48.8606607!4d2.3093591!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1td8yf93?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Comptoir des Fables,4.6,,Restaurant,,"112 Rue Saint-Dominique, 75007 Paris, France","https://www.google.fr/maps/place/Le+Comptoir+des+Fables/@48.8584974,2.284176,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e66f8627a13671:0x4ba933478f0d06c0!8m2!3d48.8584974!4d2.3022004!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11h89gwxmk?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
La Bonne Excuse,4.6,€30–40,French restaurant,"Creatively interpreted French classics & a renowned apple tart in a stylish, understated setting.","48 Rue de Verneuil, 75007 Paris, France","https://www.google.fr/maps/place/La+Bonne+Excuse/@48.8572872,2.3040584,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e66e2a283e658f:0xf068d7ff9a29717b!8m2!3d48.8584771!4d2.3277015!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1hc4wjk2k?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Riviera Fuga,4.8,$$$,Restaurant,,"10 Port des Invalides, 75007 Paris, France","https://www.google.fr/maps/place/Riviera+Fuga/@48.8572863,2.3040584,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e66f911f410245:0xa1cf5aaaea1f7c15!8m2!3d48.863142!4d2.312379!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11sss9c0bh?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Milagro,4.8,,Restaurant,,"85 Av. Bosquet, 75007 Paris, France","https://www.google.fr/maps/place/Milagro/@48.8550271,2.2875665,2141m/data=!3m2!1e3!5s0x47e66e228c63db41:0x6d4394dbb9e156ee!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e671497e2a4d0f:0xf4cba23661403e8d!8m2!3d48.8550271!4d2.3055909!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11fst7pl4d?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Restaurant Le 122,4.6,$$,Restaurant,"Modern French cooking & wine pairings in a stylish, light-filled room designed in wood & glass.","122 Rue de Grenelle, 75007 Paris, France","https://www.google.fr/maps/place/Restaurant+Le+122/@48.8572845,2.3040584,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e66fd578b0f23b:0x4daf879ad19806a!8m2!3d48.8571453!4d2.3193589!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1tf7rfsg?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
La Terrasse du 7ᵉ,4.1,$$$,French restaurant,Classy corner eatery with sidewalk seating & serving a local menu featuring meat & fish plates.,"2 Pl. de l'École Militaire, 75007 Paris, France","https://www.google.fr/maps/place/La+Terrasse+du+7%E1%B5%89/@48.8546612,2.2877912,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e67026dc322655:0x452d802cc3cd6780!8m2!3d48.8546612!4d2.3058156!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1ts1lywp?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Auberge Bressane,4.5,$$$,French restaurant,"Folksy, easygoing locale making traditional French food like coq au vin & chocolate soufflé.","16 Av. de la Motte-Picquet, 75007 Paris, France","https://www.google.fr/maps/place/Auberge+Bressane/@48.856537,2.2904846,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e670279b7c6449:0x7dbeb213734a9340!8m2!3d48.856537!4d2.308509!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tdmpcbq?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Restaurant CINQ-MARS,4.5,$$,French restaurant,"Intimate, low-lit bistro known for meat dishes, chocolate mousse & a robust selection of wines.","51 Rue de Verneuil, 75007 Paris, France","https://www.google.fr/maps/place/Restaurant+CINQ-MARS/@48.8572817,2.3040584,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e66e283bbddf75:0x832bd95a38c187c9!8m2!3d48.8586028!4d2.3269472!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tffyth4?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Pasco,4.4,$$$,French restaurant,Elevated bistro fare with Mediterranean twists in a charming locale with sheltered sidewalk tables.,"74 Bd de la Tour-Maubourg, 75007 Paris, France","https://www.google.fr/maps/place/Pasco/@48.8561214,2.2916025,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e67027edc033e7:0x95f77481d00135a7!8m2!3d48.8561214!4d2.3096269!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1vlk0wq6?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Bistrot de Paris,4.4,,Bistro,Elegant restaurant in a 19th-century building preparing a menu of classic & contemporary dishes.,"33 Rue de Lille, 75007 Paris, France","https://www.google.fr/maps/place/Le+Bistrot+de+Paris/@48.8572799,2.3040584,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e66e29a4e5039f:0x8edfb33b11ace227!8m2!3d48.8585085!4d2.3294352!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgEGYmlzdHJv4AEA!16s%2Fg%2F1vfp2yrg?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Les Cocottes,4.2,$$,Traditional restaurant,Refined takes on bistro classics & French wines at a chic stop with high tables & stools at the bar.,"135 Rue Saint-Dominique, 75007 Paris, France","https://www.google.fr/maps/place/Les+Cocottes/@48.8582148,2.2838952,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e66fdf98609253:0x9ba9899504fd773c!8m2!3d48.8582148!4d2.3019196!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgEWdHJhZGl0aW9uYWxfcmVzdGF1cmFudOABAA!16s%2Fg%2F1tc_7zz1?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Bistrot Chez France,4.5,€30–40,Bistro,Traditional establishment serving wines & seasonal meals made with thoughtfully sourced ingredients.,"9 Rue Amélie, 75007 Paris, France","https://www.google.fr/maps/place/Bistrot+Chez+France/@48.8590532,2.2895766,2141m/data=!3m1!1e3!4m11!1m3!2m2!1srestaurant+paris+7!6e5!3m6!1s0x47e66fd8fb38d25d:0x88a0a90011e0453c!8m2!3d48.8590532!4d2.307601!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgEGYmlzdHJv4AEA!16s%2Fg%2F11bccjvzvt?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Violon d'Ingres,4.5,€100+,Fine dining restaurant,"Set menus of creative takes on French classics, dished up in a sleek, modern dining room.","135 Rue Saint-Dominique, 75007 Paris, France","https://www.google.fr/maps/place/Le+Violon+d'Ingres/@48.8582148,2.2838952,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e66fdf987b9ddd:0x5f5a4c6855bacce9!8m2!3d48.8582148!4d2.3019196!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgEWZmluZV9kaW5pbmdfcmVzdGF1cmFudOABAA!16s%2Fg%2F1tf155lb?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
La Poule au Pot Paris 7,4.2,$$,Restaurant,"Foie gras, steaks & other familiar fare presented in a comfy dining room with an old-world vibe.","121 Rue de l'Université, 75007 Paris, France","https://www.google.fr/maps/place/La+Poule+au+Pot+Paris+7/@48.8582148,2.2838952,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+7!3m6!1s0x47e66e22233962d1:0x255a6039bed38361!8m2!3d48.8610543!4d2.3093166!15sChJyZXN0YXVyYW50IHBhcmlzIDdaFCIScmVzdGF1cmFudCBwYXJpcyA3kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11h198twy?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D"
Le Paris Paris,4.4,$$,Restaurant,,"8 Rue de Montfaucon, 75006 Paris, France","https://www.google.fr/maps/place/Le+Paris+Paris/@48.8676625,2.3003494,8563m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e671bd225fbaef:0xa832ad034694bbcc!8m2!3d48.852579!4d2.3357251!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11rckz8ppp?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Le Christine,4.6,€100+,French restaurant,"Creative French dishes & tasting menus in a chic space with exposed bricks, bare bulbs & wood beams.","1 Rue Christine, 75006 Paris, France","https://www.google.fr/maps/place/Le+Christine/@48.8480456,2.3249122,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e671df183d8b19:0xa148052b22b91cb1!8m2!3d48.8543056!4d2.3402167!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tg9gwcp?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Source Restaurant,4.8,€100+,Restaurant,,"17 Rue Grégoire de Tours, 75006 Paris, France","https://www.google.fr/maps/place/Source+Restaurant/@48.8480447,2.3249122,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e671d2051b14d5:0xea39d6de00d51535!8m2!3d48.853009!4d2.3379268!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11q4dq6_lg?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
SHIRO | Restaurant Franco Japonais Fusion,4.6,€100+,French restaurant,,"168 Bd Saint-Germain, 75006 Paris, France","https://www.google.fr/maps/place/SHIRO+%7C+Restaurant+Franco+Japonais+Fusion/@48.8480456,2.3249122,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e6717ebc1dd879:0xacef3db7ab36ea9a!8m2!3d48.8534752!4d2.3353283!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11q7bd29kn?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Brasserie Des Prés,4.7,€20–40,French restaurant,,"6 Cr du Commerce Saint-André, 75006 Paris, France","https://www.google.fr/maps/place/Brasserie+Des+Pr%C3%A9s/@48.8480456,2.3249122,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e67109f2a2f49b:0xa9c3307ddd2ab577!8m2!3d48.8529451!4d2.3391987!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11txfblpd6?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Restaurant Aux Perchés,4.8,,French restaurant,,"25 Rue Servandoni, 75006 Paris, France","https://www.google.fr/maps/place/Restaurant+Aux+Perch%C3%A9s/@48.8480456,2.3249122,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e6717807f68dcf:0x9b8df74af645d0a7!8m2!3d48.8493058!4d2.3348775!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11khrr1rsd?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
CAMILA,4.4,$$,Restaurant,"Creative French & global dishes in a relaxed brasserie setting, with aged timber & large windows.","5 Rue Mabillon, 75006 Paris, France","https://www.google.fr/maps/place/CAMILA/@48.8480456,2.3249122,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e66e085474b1f9:0x2dcfd2844eadbf83!8m2!3d48.851605!4d2.335424!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1tdykj33?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Didon,4.7,,Haute French restaurant,"Laid-back restaurant specializing in charcoal-grilled dishes amid chic, simple surroundings.","8 Rue du Dragon, 75006 Paris, France","https://www.google.fr/maps/place/Didon/@48.8537625,2.313083,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e6713d35d64999:0x541f94f256f642f0!8m2!3d48.8537625!4d2.3311074!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgEXaGF1dGVfZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11qh224pr2?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
L'Atelier Roulière,4.6,$$,Restaurant,"Escargot, beef tartare, steak & an extensive wine list at a stylish brasserie in rich blue tones.","24 Rue des Canettes, 75006 Paris, France","https://www.google.fr/maps/place/L'Atelier+Rouli%C3%A8re/@48.8480456,2.3249122,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e671d9f6dfd339:0xd0161d85117c6fb2!8m2!3d48.8516166!4d2.3336406!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F1td4jfks?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Restaurant Georgette,4.7,$$,French restaurant,Elegant restaurant with a menu of seasonal French classics served in a chic dining room.,"44 Rue d'Assas, 75006 Paris, France","https://www.google.fr/maps/place/Restaurant+Georgette/@48.8471732,2.3118924,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e671d032557dd3:0x1bdb5a7af16431d8!8m2!3d48.8471732!4d2.3299168!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11bbyfh_yl?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
La Grivoiserie,4.7,,French restaurant,Elevated traditional dishes & a daily fixed-price menu in an informal eatery with a terrace.,"3 Rue Sainte-Beuve, 75006 Paris, France","https://www.google.fr/maps/place/La+Grivoiserie/@48.844203,2.3119426,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e6711b214e4801:0xc53e66f8001266ff!8m2!3d48.844203!4d2.329967!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11fstvrmfv?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
La Diva des Prés,4.3,,Restaurant,"Romantic restaurant & lounge with pink-hued furnishings, lush, floral accents & outdoor seating.","79 Rue de Seine, 75006 Paris, France","https://www.google.fr/maps/place/La+Diva+des+Pr%C3%A9s/@48.8480456,2.3249122,2142m/data=!3m2!1e3!5s0x47e671d918d29fa9:0x1ff6f10fafa90434!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e67189d5a61017:0x5d8bfb49d1de38df!8m2!3d48.8535748!4d2.337083!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11h3vggpcb?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Semilla,4.5,$$$,Modern French restaurant,"Contemporary, intricate French cuisine with Mediterranean accents amid exposed ducts & brickwork.","54 Rue de Seine, 75006 Paris, France","https://www.google.fr/maps/place/Semilla/@48.8480456,2.3249122,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e671d8e3da5061:0xf88a0426fa601e07!8m2!3d48.8541183!4d2.3368935!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgEYbW9kZXJuX2ZyZW5jaF9yZXN0YXVyYW504AEA!16s%2Fg%2F113j0qvbn?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Au Père Louis (Bar à Vins Paris - Saint Germain des Prés Paris 6),4.3,$$,French restaurant,Charming corner restaurant/wine bar dishing up French specialties like onion soup & escargots.,"38 Rue Monsieur le Prince, 75006 Paris, France","https://www.google.fr/maps/place/Au+P%C3%A8re+Louis+(Bar+%C3%A0+Vins+Paris+-+Saint+Germain+des+Pr%C3%A9s+Paris+6)/@48.8480456,2.3249122,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e671dc57444449:0x144925998ed51837!8m2!3d48.8490245!4d2.340297!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1txfngfz?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
La Maison du Jardin,4.6,$$,French restaurant,"Sophisticated, seasonal French cuisine in a compact, candlelit bistro with white tablecloths.","27 Rue de Vaugirard, 75006 Paris, France","https://www.google.fr/maps/place/La+Maison+du+Jardin/@48.8482436,2.3134143,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e671d0661a255b:0x4122ebe09a444c88!8m2!3d48.8482436!4d2.3314387!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tpf6fxc?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Le comptoir du Relais,4.1,,Bistro,"Casual French bistro with outdoor tables, serving breakfast, traditional meals & desserts.","9 Carr de l'Odéon, 75006 Paris, France","https://www.google.fr/maps/place/Le+comptoir+du+Relais/@48.8480456,2.3249122,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e671deb1f83e97:0x1fdb30a31ecca924!8m2!3d48.8519753!4d2.3388371!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgEGYmlzdHJv4AEA!16s%2Fg%2F11btwrnc8g?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Restaurant Chez Lionel Paris 6,4.7,€40–50,French restaurant,,"6 Rue de Chevreuse, 75006 Paris, France","https://www.google.fr/maps/place/Restaurant+Chez+Lionel+Paris+6/@48.8417865,2.31344,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e67191b63fa971:0xc331d493df4e897!8m2!3d48.8417865!4d2.3314644!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgERZnJlbmNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11gj2bw7rt?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Le Bon Saint Pourçain,4.6,$$$,Bistro,"Inventive seasonal dishes at a chic, compact bistro with outdoor tables in a narrow alley.","10bis Rue Servandoni, 75006 Paris, France","https://www.google.fr/maps/place/Le+Bon+Saint+Pour%C3%A7ain/@48.8480456,2.3249122,2142m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+6!3m6!1s0x47e671da47f2f787:0x72b227126cb77eee!8m2!3d48.8500729!4d2.3346529!15sChJyZXN0YXVyYW50IHBhcmlzIDZaFCIScmVzdGF1cmFudCBwYXJpcyA2kgEGYmlzdHJv4AEA!16s%2Fg%2F1tctq_05?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D"
