name,rating,price,restaurant_type,description,address,google_maps_url,reviews_url,reviews
Le Berbère,4.6,€20–30,North African restaurant,,"62 Rue Crozatier, 75012 Paris, France","https://www.google.fr/maps/place/Le+Berb%C3%A8re/@48.8756901,2.3169646,8562m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+12!3m6!1s0x47e6720f3b57eb2d:0x9493d764b25d7877!8m2!3d48.8495211!4d2.3797112!15sChNyZXN0YXVyYW50IHBhcmlzIDEyWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTKSARhub3J0aF9hZnJpY2FuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1thxvjsw?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Berb%C3%A8re/@48.8756901,2.3169646,15090m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+12!3m8!1s0x47e6720f3b57eb2d:0x9493d764b25d7877!8m2!3d48.8495211!4d2.3797112!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDEyWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTKSARhub3J0aF9hZnJpY2FuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1thxvjsw?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Un peu déçu ! Beau cadre pour un déjeuner, service sympathique, mais j’ai trouvé le couscous sans plus, et le poulet et la merguez ne m’ont pas plus subjugués que ça. Après cet établissement a de très bon avis donc tant mieux !', 'Un restaurant très chaleureux, le personnel est agréable et très gentil ! Le restaurant sert des portions généreuses pour un prix qui en vaut la peine ! Leur couscous ainsi que leur tajine sont délicieux, je recommande. En dessert, nous avons prise thé à la menthe qui est divin !', 'Très chaleureux .. très accueillant et cuisine très goûteuse. En visite chez mon Père il m’a invité et puis nous y sommes allé très souvent. Nous avons goûté à peu près tous les plats … magnifique 🤩 un délice … …', 'Un immense merci au restaurant Le Berbère pour cet accueil chaleureux qui nous fait sentir comme chez nous dès la première seconde. Les plats sont un véritable voyage culinaire, alliant saveurs authentiques et présentation impeccable. …', 'J’ai eu la chance de dîner avec mes neveux et nièces dans ce restaurant! Le service est tout simplement remarquable, avec une équipe adorable et attentionnée – chose assez rare à Paris. Le couscous était délicieux, un vrai régal. …']"
La cantine diderot,4.4,€10–20,Restaurant,,"74 Bd Diderot, 75012 Paris, France","https://www.google.fr/maps/place/La+cantine+diderot/@48.8756901,2.3169646,8562m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+12!3m6!1s0x47e6731dc10870f3:0x7c448fa8c7712892!8m2!3d48.8466234!4d2.3821763!15sChNyZXN0YXVyYW50IHBhcmlzIDEyWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTKSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11hmzs8kq4?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/La+cantine+diderot/@48.8756901,2.3169646,15090m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+12!3m6!1s0x47e6731dc10870f3:0x7c448fa8c7712892!8m2!3d48.8466234!4d2.3821763!15sChNyZXN0YXVyYW50IHBhcmlzIDEyWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTKSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11hmzs8kq4?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""J'ai testé cette adresse ce dimanche midi et je n'ai pas été déçu au contraire ! Service rapide et amical, poulet/frites et mousse au chocolat pour 12€40 seulement ! Je recommande..."", 'Restaurant très bon avec une jolie décoration !\n\nLe service est très rapide et surtout les prix sont vraiment corrects. …', 'Très bons plats avec des prix très doux ! Les frites sont excellentes. J’ai passé un super moment dans une jolie ambiance. On y ressort heureux de manger dans des adresses comme celle là']"
Le Cotte Rôti,4.6,$$,French restaurant,"Creative classics, a tasting menu & fine wines at a modern venue with banquettes & a communal table.","1 Rue de Cotte, 75012 Paris, France","https://www.google.fr/maps/place/Le+Cotte+R%C3%B4ti/@48.8756901,2.3169646,8562m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+12!3m6!1s0x47e672059cc82f29:0x3d84a5c9c5c7150c!8m2!3d48.8481646!4d2.3766494!15sChNyZXN0YXVyYW50IHBhcmlzIDEyWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTKSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1thl4r55?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Cotte+R%C3%B4ti/@48.8756901,2.3169646,15090m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+12!3m6!1s0x47e672059cc82f29:0x3d84a5c9c5c7150c!8m2!3d48.8481646!4d2.3766494!15sChNyZXN0YXVyYW50IHBhcmlzIDEyWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTKSARFmcmVuY2hfcmVzdGF1cmFudOABAA!16s%2Fg%2F1thl4r55?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Vraiment un sans faute, super service, cadre très agréable, menu dégustation délicieux, rapport qualité prix top top! Et très bon conseil sur les vins. Je recommande à 100%', 'J’ai fait ce resto dans deux différentes occasions : dîner avec menu dégustation et déjeuner avec formule entrée plat dessert\nLes plats sont délicieux …', 'Excellent dîner, découverte de saveurs Incroyables Le service était top, nous reviendrons sûrement!']"
Le Netter,4.3,€20–30,Restaurant,,"82 Cr de Vincennes, 75012 Paris, France","https://www.google.fr/maps/place/Le+Netter/@48.8756901,2.3169646,8562m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+12!3m6!1s0x47e6727c8ed6aced:0x4a3f9f657d8ceee2!8m2!3d48.8470647!4d2.4064463!15sChNyZXN0YXVyYW50IHBhcmlzIDEyWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTKSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F1thcm2gr?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Netter/@48.8756901,2.3169646,15090m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+12!3m8!1s0x47e6727c8ed6aced:0x4a3f9f657d8ceee2!8m2!3d48.8470647!4d2.4064463!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDEyWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTKSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F1thcm2gr?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Très bonne accueil, les serveurs sont accueillant et souriant. Ils nous ont bien conseillé. La nourriture et la qualité des plats était super.', ""Mon amie et moi avons passé un très bon moment dans cette brasserie. Les entrées, les plats ainsi que les desserts (maison) sont aussi bons que copieux. Le personnel est très agréable et serviable. Une chose est sûre, c'est que nous reviendrons avec plaisir, que ce soit en famille ou entre amis."", 'Très bon accueil. Très bonne cuisine. Tarif raisonnable. Service rapide. On peut déjeuner en terrasse ou à l’intérieur. Si vous venez nombreux il vaut mieux réservé.', 'Une très belle découverte. Une cuisine faite maison. Un bon rapport qualité/prix. Surtout un accueil, un service attentionnée de A à Z. J ai ressenti une équipe qui aime leur métier et bienveillante.', ""Quel plaisir de trouver des personnes aussi accueillantes que sympathiques.\nNous sommes venus en groupe. La commande a été prise rapidement et tout le monde a apprécié ce qu'il a mangé, de la pièce du boucher au hamburger en passant par …""]"
Au Tramway,4.2,€20–30,Brasserie,,"253 Av. Daumesnil, 75012 Paris, France","https://www.google.fr/maps/place/Au+Tramway/@48.8756901,2.3169646,8562m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+12!3m6!1s0x47e67266fe2b205b:0xe6196d809add965b!8m2!3d48.8374604!4d2.4020805!15sChNyZXN0YXVyYW50IHBhcmlzIDEyWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTKSARRyZXN0YXVyYW50X2JyYXNzZXJpZeABAA!16s%2Fg%2F1vfwc4tc?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Au+Tramway/@48.8756901,2.3169646,15090m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+12!3m8!1s0x47e67266fe2b205b:0xe6196d809add965b!8m2!3d48.8374604!4d2.4020805!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDEyWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTKSARRyZXN0YXVyYW50X2JyYXNzZXJpZeABAA!16s%2Fg%2F1vfwc4tc?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Bonne adresse de quartier, avec une cuisine maison de produits frais. Bon service, sympathique et efficace, et belle terrasse sur l'avenue Daumesnil. Note sur la côte de cochon qui était bonne, mais qui devrait être accompagnée d'une sauce, …"", 'Ambiance calme le midi.\nTrès bonne cuisine qui propose des plats varié et de qualité.\nServeur au top très poli, sérieux et rapide. …', 'Bonne brasserie proche du métro Michel Bizot sortie 1 . Personnel agréable. Nous avons pu manger à 10 sans avoir de réservation. Plats copieux.\nNous avons passé un agréable moment.', ""Entré juste pour boire un verre, on s'est laissé tenter par la planche mixte. La planche est énorme et de qualité. De bons produits du terroir comme on aime. On reviendra, pour manger cette fois !"", 'Déjeunons ou dînons quelquefois au tramway   mais cette fois ci, avons été déçu par le dîner.  On nous a servi avec le magret une pomme de terre au four de midi réchauffée avec une sauce crémeuse pour cacher à la misère,  donc c était sec, …']"
Com' à la maison,4.7,€10–30,Brasserie,,"51 Av. du Dr Arnold Netter, 75012 Paris, France","https://www.google.fr/maps/place/Com'+%C3%A0+la+maison/@48.8756901,2.3169646,8562m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+12!3m6!1s0x47e6726358f775ff:0x9115a9923442ea6!8m2!3d48.8441158!4d2.4053597!15sChNyZXN0YXVyYW50IHBhcmlzIDEyWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTKSARRyZXN0YXVyYW50X2JyYXNzZXJpZeABAA!16s%2Fg%2F1td1p5ry?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Com'+%C3%A0+la+maison/@48.8756901,2.3169646,15090m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+12!3m8!1s0x47e6726358f775ff:0x9115a9923442ea6!8m2!3d48.8441158!4d2.4053597!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDEyWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTKSARRyZXN0YXVyYW50X2JyYXNzZXJpZeABAA!16s%2Fg%2F1td1p5ry?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""C'est un petit restaurant qui est tenu par un personnel très agréable et très sympathique."", ""J'ai goûté toutes les viandes à la carte. Exceptionnel ! Les frites sont top mais la vraie star c'est le magret accompagné de ces légumes cuits dans la graisse de canard. Une folie !"", ""Un petit resto sans prétention mais où l'on mange bien.\nLes patrons sont sympa.\nMonsieur officie en cuisine, il est aussi …"", ""Cuisine correcte,  petit restau en menu du jour.  Quant à l accueil et au service fait par la patronne c est le top, et la conversation déborde vite avec les tables voisines ; beaucoup de convivialité dans ce lieu d'habitués."", ""Nous avons privatisé le lieu pour un anniversaire, ce lieu est vraiment idéal pour ce genre d'événement, la patronne est très arrangeante et dispose d'un très bon choix de bières pression""]"
Le Janissaire,4.5,€20–40,Turkish restaurant,Elegantly plated Turkish cuisine served in a comfortable dining room & on an expansive terrace.,"22/24 All. Vivaldi, 75012 Paris, France","https://www.google.fr/maps/place/Le+Janissaire/@48.8756901,2.3169646,8562m/data=!3m1!1e3!4m11!1m3!2m2!1srestaurant+paris+12!6e5!3m6!1s0x47e6726c5d755ae3:0xd36d3970bc31867f!8m2!3d48.8415763!4d2.3915354!15sChNyZXN0YXVyYW50IHBhcmlzIDEyWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTKSARJ0dXJraXNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1td5ffc8?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Janissaire/@48.8756901,2.3169646,15090m/data=!3m1!1e3!4m13!1m3!2m2!1srestaurant+paris+12!6e5!3m8!1s0x47e6726c5d755ae3:0xd36d3970bc31867f!8m2!3d48.8415763!4d2.3915354!9m1!1b1!15sChNyZXN0YXVyYW50IHBhcmlzIDEyWhUiE3Jlc3RhdXJhbnQgcGFyaXMgMTKSARJ0dXJraXNoX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1td5ffc8?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Dîner en famille à l'occasion de mon anniversaire.\nCe fut une découverte pour cette première visite au Janissaire et nous avons été très agréablement surpris par la qualité des plats comme du service. …"", 'entrée plat dessert (x2) et thé\nen général quand on commande autant c’est qu’on se régale\nj’ai adoré lors de ma première bouchée de ce riz au lait à la cannelle tellement …', 'C est la 2eme fois que je viens dans ce retaurant, j avais gardé un très bon souvenir, je n ai les saveurs de la d entière fois, changement de cuisinier peut être...? …', 'Une pépite dans ce coin très résidentiel. Un excellent accueil et service, de belles salles, et une cuisine traditionnelle délicieuse. …', 'Accueil chaleureux et attentionné. Service rapide et efficace. Linge de table haut de gamme. Le choix des plats est varié. Les plats sont bien cuisinés et au prix raisonnable. Nous avons passé une très agréable soirée au calme. Merci']"
Au Vieux Comptoir,4.6,$$$,French restaurant,Seasonally changing menus of French classics sprinkled with global touches in a convivial bistro.,"17 Rue des Lavandières Sainte-Opportune, 75001 Paris, France","https://www.google.fr/maps/place/Au+Vieux+Comptoir/@48.863133,2.3262864,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+1er!3m6!1s0x47e66e1f0acb5181:0x8226746080cdda4d!8m2!3d48.8588127!4d2.346026!15sChRyZXN0YXVyYW50IHBhcmlzIDFlcloWIhRyZXN0YXVyYW50IHBhcmlzIDFlcpIBEWZyZW5jaF9yZXN0YXVyYW504AEA!16s%2Fg%2F1tlmmms9?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Au+Vieux+Comptoir/@48.863133,2.3262864,3773m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+1er!3m6!1s0x47e66e1f0acb5181:0x8226746080cdda4d!8m2!3d48.8588127!4d2.346026!15sChRyZXN0YXVyYW50IHBhcmlzIDFlcloWIhRyZXN0YXVyYW50IHBhcmlzIDFlcpIBEWZyZW5jaF9yZXN0YXVyYW504AEA!16s%2Fg%2F1tlmmms9?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Agréable surprise que ce restaurant de quartier que l’on aimerait retrouver partout.\nSalle rustique et convivial on l’on mange les uns à coté des autres sans se …', 'Un lieu authentique, une cuisine tout simplement parfaite, une carte des vins irrésistible qui donne envie de tout tester, et un service chaleureux et rayonnant. Merci pour ce moment exceptionnel !', ""Pour commencer j'aimerais vraiment insister sur l'accueil unique de Anne et sa serveuse. C'est très très rare d'être bichonné à ce point au restaurant et à fortiori à Paris. On sent à quel point ici on aime faire plaisir. Alors une fois …""]"
L'Ardoise,4.4,$$,French restaurant,"Refined dishes with a focus on seasonality, plus set menu options, in a cozy bistro setting.","28 Rue du Mont Thabor, 75001 Paris, France","https://www.google.fr/maps/place/L'Ardoise/@48.8663663,2.3088906,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+1er!3m6!1s0x47e66e2d8cb8421f:0xac76aad77cee909!8m2!3d48.8663663!4d2.326915!15sChRyZXN0YXVyYW50IHBhcmlzIDFlcloWIhRyZXN0YXVyYW50IHBhcmlzIDFlcpIBEWZyZW5jaF9yZXN0YXVyYW504AEA!16s%2Fg%2F11btmq53t6?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/L'Ardoise/@48.8663663,2.3088906,3773m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+1er!3m6!1s0x47e66e2d8cb8421f:0xac76aad77cee909!8m2!3d48.8663663!4d2.326915!15sChRyZXN0YXVyYW50IHBhcmlzIDFlcloWIhRyZXN0YXVyYW50IHBhcmlzIDFlcpIBEWZyZW5jaF9yZXN0YXVyYW504AEA!16s%2Fg%2F11btmq53t6?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Rendue pour un déjeuner un mardi en janvier. Le restaurant est bien placé et le service est relativement rapide. Les plats sont originaux et bons, cependant nous avons trouvé les prix trop élevés. La salle est petite et les tables trop rapprochées entre elles, ce qui rend la conversation difficile. Le service était quelconque.', 'Petit restaurant discret. Très bonne cuisine française, fait maison avec des produits frais. Service rapide. Ambiance intimiste.', 'Quelle belle découverte! Nous avons eu beaucoup de plaisir à l’ardoise. Nous avons bien mangé et découvert un restaurant honnête qui nous offre des produits frais et savoureux. Le service est amical. Les prix sont plus que raisonnable par …']"
Restaurant de La Cordonnerie,4.7,$$,Restaurant,Traditional dishes in a charming operation with wood-beamed ceilings & an old-world feel.,"20 Rue Saint-Roch, 75001 Paris, France","https://www.google.fr/maps/place/Restaurant+de+La+Cordonnerie/@48.8654647,2.3144026,2141m/data=!3m2!1e3!5s0x47e66e2fc1aff6d5:0x488dca20708f714d!4m10!1m2!2m1!1srestaurant+paris+1er!3m6!1s0x47e66e2fc0fc3fe9:0xe2690db08230f0cd!8m2!3d48.8654647!4d2.332427!15sChRyZXN0YXVyYW50IHBhcmlzIDFlcloWIhRyZXN0YXVyYW50IHBhcmlzIDFlcpIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F1tn00jrh?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Restaurant+de+La+Cordonnerie/@48.8654647,2.3144026,3773m/data=!3m2!1e3!5s0x47e66e2fc1aff6d5:0x488dca20708f714d!4m10!1m2!2m1!1srestaurant+paris+1er!3m6!1s0x47e66e2fc0fc3fe9:0xe2690db08230f0cd!8m2!3d48.8654647!4d2.332427!15sChRyZXN0YXVyYW50IHBhcmlzIDFlcloWIhRyZXN0YXVyYW50IHBhcmlzIDFlcpIBCnJlc3RhdXJhbnTgAQA!16s%2Fg%2F1tn00jrh?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['A FUIR !!! Restaurant de La CONNERIE plutôt !!!\n\nNous avons mangé dans ce restaurant un midi entre collègues, groupe de 6 femmes. …', '16/20\nVoilà un minuscule restaurant qui vous procurera un immense plaisir ; aussi petit soit-il, La Cordonnerie - Chez Yvette et Claude"" est en effet une quintessence …', ""Toujours exceptionnel depuis 20 ans. On voit la cuisine ce qui est rassurant. il y a parfois un peu d'attente, normal ce n'est pas du sous vide mais de la vraie cuisine avec beaucoup de fraîcheur.""]"
Bella Piazza,4.4,€10–20,Italian restaurant,"Wood-fired pizzas, pastas & desserts are dished up in this relaxed Italian place with a terrace.","8 Rue de la Petite Truanderie, 75001 Paris, France","https://www.google.fr/maps/place/Bella+Piazza/@48.8631302,2.3262864,2141m/data=!3m2!1e3!5s0x47e66e193dd35613:0x3d1f1d3bd0d70192!4m10!1m2!2m1!1srestaurant+paris+1er!3m6!1s0x47e66e19197f04a1:0xd1e74190a3980ba4!8m2!3d48.8628155!4d2.3483155!15sChRyZXN0YXVyYW50IHBhcmlzIDFlcloWIhRyZXN0YXVyYW50IHBhcmlzIDFlcpIBEml0YWxpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11clhpzdwf?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Bella+Piazza/@48.8631302,2.3262864,3773m/data=!3m2!1e3!5s0x47e66e193dd35613:0x3d1f1d3bd0d70192!4m10!1m2!2m1!1srestaurant+paris+1er!3m6!1s0x47e66e19197f04a1:0xd1e74190a3980ba4!8m2!3d48.8628155!4d2.3483155!15sChRyZXN0YXVyYW50IHBhcmlzIDFlcloWIhRyZXN0YXVyYW50IHBhcmlzIDFlcpIBEml0YWxpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11clhpzdwf?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Quand j'y suis allé, c'était rempli ! Certains diront que c'est un défaut, mais c'est aussi un très bon signe !\nEt c'est exactement le cas, la pizza que j'ai prise était délicieuse, pas trop …"", ""Très bon restaurant italien.\nCadre simple, accueil convenable.\nL'attente a été plutôt longue mais cela en valait le coup. …"", ""Excellent restaurant découvert au hasard d'une balade.  Les plats sont très bons,  faits avec des produits de qualité et servis bien chauds. La pizza bella rossa est très originale et succulente. Mentions spéciales au thé glacé XL et au tiramisu à la pistache, un delice.""]"
Le Comptoir des Petits Champs,4.5,$$,Bistro,"Elegant bistro with an old-world vibe, serving generously portioned contemporary French dishes.","17 Rue des Petits Champs, 75001 Paris, France","https://www.google.fr/maps/place/Le+Comptoir+des+Petits+Champs/@48.8631293,2.3262864,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+1er!3m6!1s0x47e66e3b335993ed:0x8461ae332042b62e!8m2!3d48.8664315!4d2.3379197!15sChRyZXN0YXVyYW50IHBhcmlzIDFlcloWIhRyZXN0YXVyYW50IHBhcmlzIDFlcpIBBmJpc3Ryb-ABAA!16s%2Fg%2F1tfcsjnc?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Comptoir+des+Petits+Champs/@48.8631293,2.3262864,3773m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+1er!3m8!1s0x47e66e3b335993ed:0x8461ae332042b62e!8m2!3d48.8664315!4d2.3379197!9m1!1b1!15sChRyZXN0YXVyYW50IHBhcmlzIDFlcloWIhRyZXN0YXVyYW50IHBhcmlzIDFlcpIBBmJpc3Ryb-ABAA!16s%2Fg%2F1tfcsjnc?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","[""Une excellente cuisine française avec des accents du monde.  On a été surpris à chaque plat,  des anguilles fumées, en passant par la mortadelle,  puis de la poterne de veau en passant par l'excellentissime choux fleur frit. Sans oublier le …"", 'Excellent restaurant, nous avons mangés des bons produits bien travaillés et savoureux !\nOption végétarienne de qualité ! …', ""PÉPITE parisienne ! La cuisine est de saison, les aliments ingénieusement bien assemblés, le cadre convivial et bien décoré et le service discret et professionnel. Vivement recommandé, nous y retournerons, c'était délicieux, merci pour ce moment !"", ""J'ai récemment eu une expérience extraordinaire dans ce restaurant et je me sens obligé de partager à quel point c'était fantastique. Le service était exceptionnel, le personnel était attentif et amical. Le serveur a vraiment ajouté une …"", ""Un superbe restaurant ! Le cadre est chaleureux et confortable, le personnel est accueillant et très sympathique même pour pour une grande tablée. Nous y avons été servis rapidement, l'offre de vins et de boissons est très travaillée, tout …""]"
Le Tout-Paris,4.6,€100+,French restaurant,Gourmet fare & panoramic Seine views in the chic rooftop eatery of the Cheval Blanc Paris hotel.,"8 Quai du Louvre, 75001 Paris, France","https://www.google.fr/maps/place/Le+Tout-Paris/@48.8631284,2.3262864,2141m/data=!3m1!1e3!4m10!1m2!2m1!1srestaurant+paris+1er!3m6!1s0x47e66f690b5482c5:0x6568bfb659691796!8m2!3d48.8587493!4d2.3422529!15sChRyZXN0YXVyYW50IHBhcmlzIDFlcloWIhRyZXN0YXVyYW50IHBhcmlzIDFlcpIBEWZyZW5jaF9yZXN0YXVyYW504AEA!16s%2Fg%2F11rwwhyh1l?entry=ttu&g_ep=EgoyMDI1MDExNS4wIKXMDSoASAFQAw%3D%3D","https://www.google.fr/maps/place/Le+Tout-Paris/@48.8631284,2.3262864,3773m/data=!3m1!1e3!4m12!1m2!2m1!1srestaurant+paris+1er!3m8!1s0x47e66f690b5482c5:0x6568bfb659691796!8m2!3d48.8587493!4d2.3422529!9m1!1b1!15sChRyZXN0YXVyYW50IHBhcmlzIDFlcloWIhRyZXN0YXVyYW50IHBhcmlzIDFlcpIBEWZyZW5jaF9yZXN0YXVyYW504AEA!16s%2Fg%2F11rwwhyh1l?entry=ttu&g_ep=EgoyMDI1MDEyMC4wIKXMDSoASAFQAw%3D%3D","['Expérience mitigée au Tout Paris. Cuisine ni vraiment mauvaise ni vraiment bonne. Le cadre et la vue restent le point fort de cet établissement. J’ai trouvé le service pressé et stressé. Pour la mise en bouche, une gougère sans gourmandise, …', 'Que dire ... tout simplement incroyable du début à la fin.\nLe service est agréable, tout le monde est aux petit soins.\nLes plats sont exquis, le homard est très bon et la purée aux olives est à …', ""Un super restaurant gastronomique. Nous avons pris le menu du dimanche. Il y a énormément à manger et les plats sont particulièrement bons. La vue sur Paris est magnifique et l'accueil du personnel est très chaleureux. Je recommande …"", 'Nous avons adoré ! Le service a l’image de celui de tout l’hotel sait avoir la bonne distance : prévenant sans etre guinde, techniquement parfait tout en etant ultra sympathique …', ""Le 20/12/2024 (5 personnes)\nNous souhaitions remercier toute l''équipe du Cheval Blanc Paris pour l'accueil professionnel ainsi que la qualité de leur engagement dans leur travail. …""]"
